article_id,title,category,sentiment_label,general_sentiment,manual_sentiment,manual_category
N000469,Phân tích kỹ thuật phiên chiều 19/01: Chỉ báo MACD đánh mất mức 0,other,neutral,0.0,,
N000471,SSI: Nghị quyết HĐQT về việc thông qua chi tiết phương án chào bán thêm cổ phiếu cho CĐHH,capital_issuance,neutral,0.0,,
N000472,SZC: BCTC Quý 04.2021,earnings,neutral,0.0,,
N000473,SZC: BCTC quý 4 năm 2021,earnings,neutral,0.0,,
N000474,SZC: Biên bản kiểm phiếu và Nghị quyết ĐHĐCĐ lấy ý kiến cổ đông bằng văn bản,other,neutral,0.0,,
N000475,SZC: Giải trình biến động LNST quý 4/2021 so với cùng kỳ năm trước,earnings,neutral,0.0,,
N000476,VCB: Thông báo công văn của UBCKNN về việc báo cáo kết quả chào phát hành cổ phiếu để trả cổ tức của VCB,capital_issuance,neutral,0.0,,
N000478,VSC: Nghị quyết HĐQT về việc tổ chức họp ĐHĐCĐ thường niên 2022,leadership,neutral,0.0,,
N000479,VSC: Thông báo ngày ĐKCC để thực hiện quyền tham dự ĐHCĐ thường niên năm 2022,other,neutral,0.0,,
N000481,ANV: BCTC Hợp nhất quý 4 năm 2021,earnings,neutral,0.0,,
N000482,ANV: BCTC Quý 04.2021,earnings,neutral,0.0,,
N000483,ANV: BCTC quý 4 năm 2021,earnings,neutral,0.0,,
N000484,ANV: Giải trình biến động lợi nhuận HN và Cty mẹ quý 4/2021 so với cùng kỳ năm trước,earnings,neutral,0.0,,
N000485,BSI: BCTC Quý 04.2021,earnings,neutral,0.0,,
N000486,BSI: BCTC quý 4 năm 2021,earnings,neutral,0.0,,
N000487,BSI: Giải trình chênh lệch LNST quý 4/2021 so với cùng kỳ năm trước,earnings,neutral,0.0,,
N000488,BWE: Báo cáo tình hình quản trị công ty năm 2021,other,neutral,0.0,,
N000489,BWE: Thông báo giao dịch cổ phiếu của người nội bộ Nguyễn Văn Thiền,other,neutral,0.0,,
N000490,CMG: BCTC năm 2021,other,neutral,0.0,,
N000491,CMG: BCTC quý 3 năm 2021,earnings,neutral,0.0,,
N000492,CMG: Giải trình biến động BCTC Cty mẹ quý 3/2021 so với cùng kỳ năm trước,earnings,neutral,0.0,,
N000493,CSV: Quyết định của HĐQT về việc phê duyệt kế hoạch SXKD năm 2022,leadership,neutral,0.0,,
N000494,TSC và Dabaco hợp tác phát triển đàn lợn triệu con tại phía Nam,other,neutral,0.0,,
N000496,DHG: BCTC Hợp nhất quý 4 năm 2021,earnings,neutral,0.0,,
N000497,DHG: BCTC Quý 04.2021,earnings,neutral,0.0,,
N000498,DHG: BCTC quý 4 năm 2021,earnings,neutral,0.0,,
N000499,DHG: Giải trình KQKD quý 4/2021 so với cùng kỳ năm trước,earnings,neutral,0.0,,
N000500,DIG: Báo cáo kết quả giao dịch cổ phiếu của người có liên quan đến người nội bộ Hà Thị Thanh Châu,other,neutral,0.0,,
N000501,DIG: Báo cáo về thay đổi sở hữu của cổ đông lớn CTCP Kinh doanh địa ốc Him Lam,ma_ownership,neutral,0.0,,
N000503,DMC: BCTC Quý 04.2021,earnings,neutral,0.0,,
N000504,DMC: BCTC quý 4 năm 2021,earnings,neutral,0.0,,
N000505,DMC: Giải trình KQKD quý 4/2021 so với cùng kỳ năm trước,earnings,neutral,0.0,,
N000506,DPG: Nghị quyết HĐQT về việc thông qua các giao dịch với công ty con,leadership,neutral,0.0,,
N000507,GEX: Báo cáo tiến độ sử dụng vốn,other,neutral,0.0,,
N000509,HCM: BCTC Quý 04.2021,earnings,neutral,0.0,,
N000510,HCM: BCTC quý 4 năm 2021,earnings,neutral,0.0,,
N000511,IMP: BCTC Quý 04.2021,earnings,neutral,0.0,,
N000512,IMP: BCTC quý 4 năm 2021,earnings,neutral,0.0,,
N000513,KBC: Kết quả phát hành trái phiếu ngày 11/11/2021,debt_bond,neutral,0.0,,
N000514,KBC: Trích Nghị quyết HĐQT về việc thông qua phương án bán cổ phiếu quỹ,leadership,neutral,0.0,,
N000516,LCG: Báo cáo kết quả giao dịch cổ phiếu của người nội bộ Phan Ngọc Hiếu,other,neutral,0.0,,
N000517,LPB: BCTC Quý 04.2021,earnings,neutral,0.0,,
N000518,LPB: BCTC quý 4 năm 2021,earnings,neutral,0.0,,
N000519,LPB: Giải trình LNST quý 4/2021 so với cùng kỳ năm trước,earnings,neutral,0.0,,
N000520,LPB: Thông báo công văn của UBCKNN về triển khai chào bán trái phiếu ra công chúng đợt 2 của LPB,debt_bond,neutral,0.0,,
N000521,"Bank of America dự báo giá mục tiêu cổ phiếu MSN đạt 198,600 đồng/cp",other,neutral,0.0,,
N000522,Tập đoàn Nam Long tiếp tục là 1 trong 50 Công ty Kinh doanh Hiệu quả nhất Việt Nam,other,neutral,0.0,,
N000523,NT2: BCTC Quý 04.2021,earnings,neutral,0.0,,
N000524,NT2: BCTC quý 4 năm 2021,earnings,neutral,0.0,,
N000525,NT2: Báo cáo tình hình quản trị công ty năm 2021,other,neutral,0.0,,
N000527,NTL: Báo cáo kết quả giao dịch cổ phiếu của người nội bộ Nguyễn Hồng Khiêm,other,neutral,0.0,,
N000528,ORS: BCTC Quý 04.2021,earnings,neutral,0.0,,
N000529,ORS: BCTC quý 4 năm 2021,earnings,neutral,0.0,,
N000530,ORS: Thông báo ngày ĐKCC tổ chức ĐHĐCĐ thường niên năm 2022,other,neutral,0.0,,
N000532,PAN: Nghị quyết HĐQT về việc phê duyệt phương án chào mua công khai cổ phiếu BBC,leadership,neutral,0.0,,
N000533,PHR: BCTC Hợp nhất quý 4 năm 2021,earnings,neutral,0.0,,
N000534,PHR: BCTC Quý 04.2021,earnings,neutral,0.0,,
N000535,PNJ: BCTC Hợp nhất quý 4 năm 2021,earnings,neutral,0.0,,
N000536,PNJ: BCTC Quý 04.2021,earnings,neutral,0.0,,
N000537,PNJ: BCTC quý 4 năm 2021,earnings,neutral,0.0,,
N000538,PNJ: Giải trình chênh lệch KQKD quý 4/2021 so với cùng kỳ năm trước,earnings,neutral,0.0,,
N000539,PVS: Giấy xác nhận về việc thay đổi nội dung đăng ký doanh nghiệp,other,neutral,0.0,,
N000541,SHB: Nghị quyết HĐQT về việc triển khai hoạt động kinh doanh trái phiếu doanh nghiệp,debt_bond,neutral,0.0,,
N000542,IFC và 5 quỹ đầu tư quốc tế rót thêm tiền cho SeABank,other,neutral,0.0,,
N000543,SSI: BCTC Quý 04.2021,earnings,neutral,0.0,,
N000544,SSI: BCTC quý 4 năm 2021,earnings,neutral,0.0,,
N000545,“Soi mã thần tài” - Tựa game thú vị cùng nhà đầu tư SSI đón năm mới Nhâm Dần,other,neutral,0.0,,
N000546,STB: Thông báo chuyển địa điểm trụ sở phòng giao dịch Châu Thành An Giang,other,neutral,0.0,,
N000547,Phân tích kỹ thuật phiên chiều 20/01: Bên mua và bên bán đang cân bằng,other,neutral,0.0,,
N000549,TPB: BCTC Quý 04.2021,earnings,neutral,0.0,,
N000550,TPB: BCTC quý 4 năm 2021,earnings,neutral,0.0,,
N000551,TPB: Thông báo nhận được Quyết định của NHNN về việc sửa đổi nội dung vốn điều lệ tại giấy phép hoạt động của TPB,other,neutral,0.0,,
N000552,VCI: BCTC Quý 04.2021,earnings,neutral,0.0,,
N000553,VCI: BCTC quý 4 năm 2021,earnings,neutral,0.0,,
N000555,VJC: Xin gia hạn thời gian nộp BCTC quý 4 năm 2021,earnings,neutral,0.0,,
N000556,VND: BCTC Quý 04.2021,earnings,neutral,0.0,,
N000557,VND: BCTC quý 4 năm 2021,earnings,neutral,0.0,,
N000558,VND: Thông báo Quyết định của UBCKNN về việc sửa đổi Quyết định thành lập chi nhánh tại TP.HCM (giám đốc chi nhánh),other,neutral,0.0,,
N000559,VSC: Đính chính Báo cáo kết quả chào bán cổ phiếu ra công chúng,capital_issuance,neutral,0.0,,
N000561,ACB: Giấy chứng nhận đăng ký doanh nghiệp thay đổi lần thứ 37,other,neutral,0.0,,
N000562,ACL: BCTC Hợp nhất quý 4 năm 2021,earnings,neutral,0.0,,
N000563,ACL: BCTC Quý 04.2021,earnings,neutral,0.0,,
N000564,ACL: BCTC quý 4 năm 2021,earnings,neutral,0.0,,
N000565,ACL: Báo cáo tình hình quản trị công ty năm 2021,other,neutral,0.0,,
N000567,APH: Nghị quyết HĐQT thông qua việc hủy ngày đăng ký cuối cùng chốt danh sách cổ đông nhận cổ phiếu thưởng và thông qua ngày đăng ký cuối cùng mới,capital_issuance,neutral,0.0,,
N000569,BCM: Báo cáo tình hình quản trị công ty năm 2021,other,neutral,0.0,,
N000570,Phân tích kỹ thuật phiên chiều 21/01: VN-Index test kháng cự,market_industry,neutral,0.0,,
N000571,BWE: BCTC Hợp nhất quý 4 năm 2021,earnings,neutral,0.0,,
N000572,BWE: BCTC Quý 04.2021,earnings,neutral,0.0,,
N000573,BWE: BCTC quý 4 năm 2021,earnings,neutral,0.0,,
N000574,CRE: Giấy xác nhận thay đổi nội dung đăng ký doanh nghiệp,other,neutral,0.0,,
N000575,CSV: BCTC Quý 04.2021,earnings,neutral,0.0,,
N000576,CSV: BCTC quý 4 năm 2021,earnings,neutral,0.0,,
N000577,CSV: Giải trình biến động LNST Cty mẹ quý 4/2021 so với cùng kỳ năm trước,earnings,neutral,0.0,,
N000578,CTS: BCTC Quý 04.2021,earnings,neutral,0.0,,
N000579,CTS: BCTC quý 4 năm 2021,earnings,neutral,0.0,,
N000580,DBC: Thông báo ngày ĐKCC lấy ý kiến cổ đông bằng văn bản,other,neutral,0.0,,
N000581,DGC: Đính chính Nghị quyết HĐQT số 01 và tỷ lệ sở hữu nước ngoài tối đa,ma_ownership,neutral,0.0,,
N000582,DGW: Biên bản kiểm phiếu và Nghị quyết ĐHĐCĐ lấy ý kiến cổ đông bằng văn bản,other,neutral,0.0,,
N000584,DHG báo lãi quý 4 giảm 19% so cùng kỳ,earnings,neutral,0.0,,
N000585,DPM: Thông báo ngày ĐKCC chi trả tạm ứng cổ tức đợt 1 năm 2021 bằng tiền,dividend,neutral,0.0,,
N000586,EIB: Nghị quyết HĐQT về việc thông qua kế hoạch kinh doanh năm 2022,leadership,neutral,0.0,,
N000587,FPT: Kết quả kinh doanh năm 2021,earnings,neutral,0.0,,
N000589,FTS: Quyết định của UBCKNN về việc chấp thuận cung cấp dịch vụ ứng trước tiền bán chứng khoán,other,neutral,0.0,,
N000591,GAS: BCTC Hợp nhất quý 4 năm 2021,earnings,neutral,0.0,,
N000592,GAS: BCTC Quý 04.2021,earnings,neutral,0.0,,
N000593,GAS: BCTC quý 4 năm 2021,earnings,neutral,0.0,,
N000594,HHV: Nghị quyết HĐQT về việc bổ nhiệm người phụ trách quản trị công ty,leadership,neutral,0.0,,
N000595,HOSE: Thông báo danh sách bổ sung chứng khoán không đủ điều kiện giao dịch ký quỹ HHV,other,neutral,0.0,,
N000596,KDC: BCTC Hợp nhất quý 4 năm 2021,earnings,neutral,0.0,,
N000597,KDC: BCTC Quý 04.2021,earnings,neutral,0.0,,
N000598,KDC: BCTC quý 4 năm 2021,earnings,neutral,0.0,,
N000599,KDC: Báo cáo tình hình quản trị công ty năm 2021,other,neutral,0.0,,
N000600,KDC: Giải trình chênh lệch lợi nhuận sau thuế quý 4/2021 so với quý 4/2020,earnings,neutral,0.0,,
N000601,“Đón xuân sang – Rước hổ vàng” cùng LienVietPostBank,other,neutral,0.0,,
N000602,Hành trình hướng tới 10 tỷ USD của nhà bán lẻ hiệu quả nhất Việt Nam,other,neutral,0.0,,
N000603,NLG: BCTC Hợp nhất quý 4 năm 2021,earnings,neutral,0.0,,
N000604,NLG: BCTC Quý 04.2021,earnings,neutral,0.0,,
N000605,NLG: BCTC quý 4 năm 2021,earnings,neutral,0.0,,
N000607,"Kết thúc năm 2021 đầy ấn tượng, PDR ghi nhận lợi nhuận đạt 2,344 tỷ đồng",earnings,neutral,0.0,,
N000608,SHB triển khai phương thức xác thực Smart OTP cho khách hàng doanh nghiệp,other,neutral,0.0,,
N000610,"STB: Thông báo đề cử nhân sự dự kiến để bầu Thành viên HĐQT, BKS nhiệm kỳ 2022-2026",leadership,neutral,0.0,,
N000611,Sacombank lan tỏa yêu thương với chương trình ấm tình mùa xuân lần thứ 19,other,neutral,0.0,,
N000612,TPB: Điều lệ công ty sửa đổi,other,neutral,0.0,,
N000614,VHC: BCTC Hợp nhất quý 4 năm 2021,earnings,neutral,0.0,,
N000615,VHC: BCTC Quý 04.2021,earnings,neutral,0.0,,
N000616,VHC: BCTC quý 4 năm 2021,earnings,neutral,0.0,,
N000617,VHC: Giải trình biến động KQKD HN và riêng quý 4/2021 so với cùng kỳ năm trước,earnings,neutral,0.0,,
N000619,VinFuture công bố chủ nhân các giải thưởng phụng sự nhân loại năm 2021,other,neutral,0.0,,
N000620,VPB: Thông báo thay điểm chi nhánh Bến Thành,other,neutral,0.0,,
N000624,"An Gia (AGG) dự kiến đạt doanh thu 6,500 tỷ đồng từ 2 dự án sắp bàn giao",earnings,neutral,0.0,,
N000627,AGG: Quyết định của HĐQT về việc thông qua phát hành trái phiếu riêng lẻ năm 2022,debt_bond,neutral,0.0,,
N000628,"Vừa hoàn tất M&A, An Gia (AGG) chuẩn bị ra mắt dự án The Gió",project_contract,neutral,0.0,,
N000629,CRE: Báo cáo kết quả giao dịch cổ phiếu của người có liên quan đến người nội bộ Nguyễn Hoàng Hải,other,neutral,0.0,,
N000631,"Kỳ vọng gì khi mua CTG, KDH, HMR?",other,neutral,0.0,,
N000632,DBC: Báo cáo tình hình quản trị công ty năm 2021,other,neutral,0.0,,
N000635,DGW: BCTC Hợp nhất quý 4 năm 2021,earnings,neutral,0.0,,
N000636,DGW: BCTC Quý 04.2021,earnings,neutral,0.0,,
N000637,DGW: BCTC quý 4 năm 2021,earnings,neutral,0.0,,
N000638,DGW: Giải trình KQKD HN và riêng quý 4/2021 so với cùng kỳ năm trước,earnings,neutral,0.0,,
N000639,EIB: Nghị quyết HĐQT số 35 và 36 ngày 24/01/2022,leadership,neutral,0.0,,
N000640,FCN: Điều lệ công ty sửa đổi,other,neutral,0.0,,
N000641,FMC: BCTC Hợp nhất quý 4 năm 2021,earnings,neutral,0.0,,
N000642,FMC: BCTC Quý 04.2021,earnings,neutral,0.0,,
N000643,FMC: BCTC quý 4 năm 2021,earnings,neutral,0.0,,
N000645,GVR: Giấy chứng nhận đăng ký doanh nghiệp thay đổi lần thứ 5,other,neutral,0.0,,
N000646,HAH: Thông báo giao dịch cổ phiếu của tổ chức có liên quan đến người nội bộ CTCP Cánh Đồng Xanh,other,neutral,0.0,,
N000647,HDB: Thông báo thay đổi địa điểm phòng giao dịch Nguyễn Chí Thanh,other,neutral,0.0,,
N000648,HDG: Quyết định thay đổi niêm yết,other,neutral,0.0,,
N000649,"HHV: Nghị quyết HĐQT về việc thông qua hợp đồng, giao dịch với người có liên quan",leadership,neutral,0.0,,
N000650,IMP: Báo cáo tình hình quản trị công ty năm 2021,other,neutral,0.0,,
N000651,KDH: Báo cáo kết quả giao dịch cổ phiếu của tổ chức có liên quan đến người nội bộ Công ty TNHH Bảo hiểm HANWHA LIFE Việt Nam,other,neutral,0.0,,
N000652,LPB: Báo cáo kết quả giao dịch cổ phiếu của người có liên quan đến người nội bộ Dương Tuyết Lan,other,neutral,0.0,,
N000653,LPB: Báo cáo kết quả giao dịch cổ phiếu của người nội bộ Bùi Thái Hà,other,neutral,0.0,,
N000654,LPB: Báo cáo kết quả giao dịch cổ phiếu của người nội bộ Lê Anh Tùng,other,neutral,0.0,,
N000655,LPB: Báo cáo kết quả giao dịch cổ phiếu của người nội bộ Lê Thị Thanh Nga,other,neutral,0.0,,
N000656,LPB: Báo cáo kết quả giao dịch cổ phiếu của người nội bộ Vũ Quốc Khánh,other,neutral,0.0,,
N000657,LPB: Thông báo chào bán trái phiếu ra công chúng,debt_bond,neutral,0.0,,
N000658,MBB: Thông báo giao dịch cổ phiếu của tổ chức có liên quan đến người nội bộ Công đoàn cơ sở MBB,other,neutral,0.0,,
N000659,MSN: Thông báo thay đổi tỷ lệ sở hữu nước ngoài tối đa,ma_ownership,neutral,0.0,,
N000660,Phân tích kỹ thuật phiên chiều 24/01: Chỉ báo Stochastic Oscillator cho tín hiệu mua,other,neutral,0.0,,
N000662,NLG: Báo cáo kết quả giao dịch cổ phiếu của tổ chức có liên quan đến người nội bộ Công ty TNHH Đầu tư Tân Hiệp,other,neutral,0.0,,
N000663,OCB: Thông báo công văn của NHNN về việc chấp thuận thay địa điểm hoạt động Phòng giao dịch Bình Tân,other,neutral,0.0,,
N000664,PDR: Báo cáo kết quả giao dịch cổ phiếu của người nội bộ Nguyễn Văn Đạt,other,neutral,0.0,,
N000665,PDR: Báo cáo kết quả giao dịch cổ phiếu của tổ chức có liên quan đến người nội bộ Công ty TNHH Phát Đạt Holdings,other,neutral,0.0,,
N000666,PDR: Báo cáo tình hình quản trị công ty năm 2021,other,neutral,0.0,,
N000667,PNJ: Nghị quyết HĐQT về việc giao dịch với bên có liên quan,leadership,neutral,0.0,,
N000668,PNJ: Nghị quyết HĐQT về việc phát hành cổ phần theo hình thức riêng lẻ,capital_issuance,neutral,0.0,,
N000669,PNJ: Thông báo công văn của UBCKNN về hồ sơ thông báo tỷ lệ SHNN tối đa của PNJ,other,neutral,0.0,,
N000670,Thị trường chứng quyền 25/01/2022: Chứng quyền PNJ tỏa sáng,other,neutral,0.0,,
N000671,REE: Quyết định của HĐQT về việc tổ chức ĐHĐCĐTN năm tài chính 2021,earnings,neutral,0.0,,
N000672,SGN: Báo cáo tình hình quản trị công ty năm 2021,other,neutral,0.0,,
N000673,Phân tích kỹ thuật phiên chiều 24/01: Chỉ báo Stochastic Oscillator cho tín hiệu mua,other,neutral,0.0,,
N000674,SZC: Báo cáo tình hình quản trị công ty năm 2021,other,neutral,0.0,,
N000675,SZC: Quyết định của HĐQT và Thông báo về ngày đăng ký cuối cùng để tổ chức ĐHĐCĐ thường niên năm 2022,leadership,neutral,0.0,,
N000676,TCB: BCTC Hợp nhất quý 4 năm 2021,earnings,neutral,0.0,,
N000677,TCB: BCTC Quý 04.2021,earnings,neutral,0.0,,
N000678,TCB: BCTC quý 4 năm 2021,earnings,neutral,0.0,,
N000679,TCB: Quyết định của HĐQT về việc chấm dứt hoạt động Phòng giao dịch Trần Hưng Đạo,leadership,neutral,0.0,,
N000680,VCI: Báo cáo tình hình quản trị công ty năm 2021,other,neutral,0.0,,
N000681,VIX: Thông báo công văn của UBCKNN về tỷ lệ sở hữu nước ngài tối đa của VIX,ma_ownership,neutral,0.0,,
N000682,VSC: Thông báo ngày ĐKCC để thực hiện quyền tham dự ĐHCĐ thường niên năm 2022,other,neutral,0.0,,
N000683,ACB: BCTC Hợp nhất quý 4 năm 2021,earnings,neutral,0.0,,
N000684,ACB: BCTC quý 4 năm 2021,earnings,neutral,0.0,,
N000685,Phân tích kỹ thuật phiên chiều 25/01: VN-Index về test hỗ trợ,market_industry,neutral,0.0,,
N000687,APH: Đính chính Nghị quyết HĐQT số 210101 ngày 21/01/2022,leadership,neutral,0.0,,
N000688,BFC: BCTC Hợp nhất quý 4 năm 2021,earnings,neutral,0.0,,
N000689,BFC: BCTC Quý 04.2021,earnings,neutral,0.0,,
N000690,BFC: BCTC quý 4 năm 2021,earnings,neutral,0.0,,
N000691,BID: Quyết định của HĐQT về việc thay đổi địa điểm trụ sở chi nhánh Quận 7,leadership,neutral,0.0,,
N000693,BMP: BCTC Hợp nhất quý 4 năm 2021,earnings,neutral,0.0,,
N000694,BMP: BCTC Quý 04.2021,earnings,neutral,0.0,,
N000695,BMP: BCTC quý 4 năm 2021,earnings,neutral,0.0,,
N000696,CMG: Thông báo về ngày đăng ký cuối cùng chi trả cổ tức năm 2020 bằng cổ phiếu,dividend,neutral,0.0,,
N000697,CRE: Báo cáo kết quả giao dịch cổ phiếu của người có liên quan đến người nội bộ Nguyễn Hoàng Minh,other,neutral,0.0,,
N000699,DGC: Báo cáo tình hình quản trị công ty năm 2021,other,neutral,0.0,,
N000700,DXG: Nghị quyết HĐQT về việc góp vốn thành lập Công ty TNHH Đầu tư DHG,leadership,neutral,0.0,,
N000701,DMC: Nghị quyết HĐQT về việc giải thể Chi nhánh Hải Dương,leadership,neutral,0.0,,
N000702,DXG: Nghị quyết HĐQT về việc góp vốn thành lập Công ty TNHH Đầu tư DHG,leadership,neutral,0.0,,
N000703,FPT: BCTC Hợp nhất quý 4 năm 2021,earnings,neutral,0.0,,
N000704,FPT: BCTC Quý 04.2021,earnings,neutral,0.0,,
N000705,FPT: BCTC quý 4 năm 2021,earnings,neutral,0.0,,
N000706,HCM: Quyết định thay đổi niêm yết,other,neutral,0.0,,
N000708,HSG: Thông báo ngày ĐKCC để thực hiện quyền tham dự ĐHCĐ thường niên niên độ tài chính 2021-2022,other,neutral,0.0,,
N000709,IJC: Báo cáo tình hình quản trị công ty năm 2021,other,neutral,0.0,,
N000710,KDH: Thông báo giao dịch cổ phiếu của tổ chức có liên quan đến người nội bộ Công ty TNHH Bảo hiểm Hanwha Life Việt Nam,other,neutral,0.0,,
N000711,LCG: Báo cáo kết quả giao dịch cổ phiếu của Người nội bộ Lê Thị Phương Nam,other,neutral,0.0,,
N000712,LCG: Báo cáo tình hình quản trị công ty năm 2021,other,neutral,0.0,,
N000713,LPB: Báo cáo kết quả giao dịch cổ phiếu của người có liên quan đến Người nội bộ Nguyễn Thị Ngọc Bích,other,neutral,0.0,,
N000714,LPB: Thông báo chào bán trái phiếu ra công chúng,debt_bond,neutral,0.0,,
N000716,MSN: Thông báo ngày hiệu lực điều chỉnh thay đổi giới hạn sở hữu nước ngoài,ma_ownership,neutral,0.0,,
N000718,NKG: BCTC Hợp nhất quý 4 năm 2021,earnings,neutral,0.0,,
N000719,NKG: BCTC Quý 04.2021,earnings,neutral,0.0,,
N000720,NKG: BCTC quý 4 năm 2021,earnings,neutral,0.0,,
N000721,NKG: Giải trình chênh lệch KQKD quý 4/2021 so với cùng kỳ năm trước,earnings,neutral,0.0,,
N000722,OCB: Báo cáo tình hình quản trị công ty năm 2021,other,neutral,0.0,,
N000723,ORS: Giấy chứng nhận đăng ký doanh nghiệp thay đổi lần thứ 13,other,neutral,0.0,,
N000724,"PDR: Quyết định của HĐQT về việc phê duyệt, thông qua các giao dịch với bên có liên quan",leadership,neutral,0.0,,
N000725,SSB: Giấy chứng nhận đăng ký hoạt động chi nhánh Hà Nội,other,neutral,0.0,,
N000726,SSB: Thông báo về việc thực hiện quyền mua cổ phiếu phát hành thêm cổ phiếu ra công chúng cho cổ đông hiện hữu,capital_issuance,neutral,0.0,,
N000727,Khác biệt gì trong chiếc thẻ doanh nghiệp Sacombank Mastercard đầu tiên xuất hiện trên thị trường?,other,neutral,0.0,,
N000728,TCB: Báo cáo tình hình quản trị công ty năm 2021,other,neutral,0.0,,
N000729,VCB: Quyết định thay đổi đăng ký niêm yết,other,neutral,0.0,,
N000730,VCG: Báo cáo kết quả giao dịch cổ phiếu của tổ chức có liên quan đến người nội bộ CTCP Đầu tư PACIFIC HOLDINGS,other,neutral,0.0,,
N000731,VCG: Báo cáo kết quả giao dịch cổ phiếu của tổ chức có liên quan đến người nội bộ Công ty TNHH An Qúy Hưng,other,neutral,0.0,,
N000732,VND: Báo cáo tình hình quản trị công ty năm 2021,other,neutral,0.0,,
N000733,VND: Thông báo Quyết định của UBCKNN về việc sửa đổi Quyết định thành lập phòng giao dịch Sala (địa chỉ),other,neutral,0.0,,
N000734,GTN kinh doanh ra sao trước thềm sáp nhập?,ma_ownership,neutral,0.0,,
N000736,VPB: Nghị quyết và Biên bản kiểm phiếu ĐHĐCĐ lấy ý kiến cổ đông bằng văn bản,other,neutral,0.0,,
N000738,VTP: Báo cáo quản trị công ty năm 2021,other,neutral,0.0,,
N000739,ABB: Báo cáo tài chính quý 4/2021,earnings,neutral,0.0,,
N000740,ABB: Báo cáo tài chính quý 4/2021 (công ty mẹ),earnings,neutral,0.0,,
N000741,ABB: Nghị quyết Hội đồng quản trị,leadership,neutral,0.0,,
N000742,ABB: Thay đổi giấy đăng ký kinh doanh,other,neutral,0.0,,
N000743,ABB: Thông báo thay đổi số lượng cổ phiếu có quyền biểu quyết đang lưu hành,other,neutral,0.0,,
N000744,ACB: Báo cáo tình hình quản trị công ty năm 2021,other,neutral,0.0,,
N000745,AGG: Báo cáo kết quả giao dịch cổ phiếu của người nội bộ Nguyễn Bá Sáng,other,neutral,0.0,,
N000746,AGG: Báo cáo về ngày trở thành cổ đông lớn Nguyễn Bá Sáng,ma_ownership,neutral,0.0,,
N000748,BAF: Nghị quyết HĐQT về việc ban hành Quy chế Ban kiểm toán nội bộ và thành lập Ban kiểm toán nội bộ (kèm quy chế),leadership,neutral,0.0,,
N000749,BAF: Thông báo ngày ĐKCC để thực hiện quyền tham dự ĐHCĐ thường niên năm 2022,other,neutral,0.0,,
N000751,BID: Báo cáo tình hình quản trị công ty năm 2021,other,neutral,0.0,,
N000752,BID: Nhắc nhở chậm CBTT thay đổi số lượng cổ phiếu có quyền biểu quyết đang lưu hành,other,neutral,0.0,,
N000753,CSV: BCTC Hợp nhất quý 4 năm 2021,earnings,neutral,0.0,,
N000754,CSV: BCTC Quý 04.2021,earnings,neutral,0.0,,
N000755,CSV: Giải trình biến động LNST HN quý 4/2021 so với cùng kỳ năm trước,earnings,neutral,0.0,,
N000756,CTD: Báo cáo tình hình quản trị công ty năm 2021,other,neutral,0.0,,
N000758,DBC: BCTC Công ty mẹ quý 4 năm 2021,earnings,neutral,0.0,,
