article_id,title,category,sentiment_label,general_sentiment,manual_sentiment,manual_category
N000051,SZC: Báo cáo kết quả giao dịch cổ phiếu của người có liên quan đến người nội bộ Vương Quỳnh Như,other,neutral,0.0,,
N000052,VCB: Nhắc nhở chậm CBTT Phó TGĐ nghỉ hưu,other,neutral,0.0,,
N000053,VIX: Báo cáo về ngày không còn là cổ đông lớn của VHL,ma_ownership,neutral,0.0,,
N000054,VIX: Báo cáo về ngày không còn là cổ đông lớn của VIT,ma_ownership,neutral,0.0,,
N000056,NHH: Báo cáo kết quả giao dịch cổ phiếu của tổ chức có liên quan đến người nội bộ AAA,other,neutral,0.0,,
N000057,"7-Eleven, GS25, Pharmacity chuẩn bị ""chào sân"" tại loạt dự án của An Gia",project_contract,neutral,0.0,,
N000058,ANV: Thông báo giao dịch cổ phiếu của người có liên quan đến Người nội bộ Nguyễn Thị Minh Thành và Doãn Quốc Hội,other,neutral,0.0,,
N038341,"Quốc hội chấp thuận tăng vốn cho Vietcombank, thông qua các giải pháp gỡ khó cho Vietnam Airlines",capital_issuance,positive,0.3333333333333333,,
N022273,VPBank chốt quyền chia cổ tức 10% bằng tiền,dividend,positive,0.3333333333333333,,
N013003,OCB tăng trưởng mạnh ngân hàng số và bán lẻ trong năm 2022,other,positive,0.6666666666666666,,
N044652,BAF lập kỷ lục lợi nhuận chăn nuôi kể từ khi niêm yết,earnings,positive,0.3333333333333333,,
N019066,Các công ty xây dựng thu lãi bao nhiêu nếu trúng thầu dự án sân bay Long Thành?,earnings,positive,0.6666666666666666,,
N020660,"Thị giá PVD tăng 90% từ đáy, loạt tổ chức liên quan Thành viên HĐQT đăng ký mua 1.7 triệu cp",leadership,positive,0.3333333333333333,,
N013574,VRE: Thông báo lãi suất cho kỳ tính lãi 11 của trái phiếu BONDVCR042025,debt_bond,positive,0.3333333333333333,,
N031350,FPT: Thông báo về ngày đăng ký cuối cùng trả cổ tức còn lại năm 2023 bằng tiền và phát hành cổ phiếu để tăng vốn cổ phần từ nguồn vốn chủ sở hữu cho cổ đông hiện hữu,ma_ownership,positive,0.3333333333333333,,
N040117,"VIC: Báo cáo định kỳ tình hình thanh toán gốc, lãi trái phiếu doanh nghiệp năm 2024 mã VIC121003",debt_bond,positive,0.3333333333333333,,
N048954,"NHNN chấp thuận cho MSB tăng vốn điều lệ lên 31,200 tỷ",capital_issuance,positive,0.3333333333333333,,
N036184,"Coteccons kế hoạch lãi sau thuế hơn 400 tỷ đồng năm tài chính 2025, thù lao cho lãnh đạo gấp đôi",earnings,positive,0.3333333333333333,,
N015817,"VNDirect: Ngành điện tăng trưởng thận trọng trong 2023, nhiệt điện hưởng lợi",other,positive,0.6666666666666666,,
N013259,Hóa chất 2022: Lãi bùng nổ,earnings,positive,0.3333333333333333,,
N049198,ABB: Th&#244;ng b&#225;o về ng&#224;y đăng k&#253; cuối c&#249;ng thực hiện quyền lấy &#253; kiến cổ đ&#244;ng về Phương &#225;n Tăng mức vốn điều lệ ABBANK,other,positive,0.3333333333333333,,
N040362,"IJC lãi quý 4 gấp đôi cùng kỳ nhờ công ty liên doanh, liên kết",earnings,positive,0.3333333333333333,,
N041126,Cổ phiếu nào ghìm chân VN-Index sau chuỗi tăng?,market_industry,positive,0.3333333333333333,,
N016417,Lãi ròng quý 1 của PGV giảm 27% vì chi phí lãi vay tăng mạnh,earnings,positive,0.6666666666666666,,
N016141,"Eximbank: Giảm dự phòng, lãi trước thuế quý 1 tăng 8%",earnings,positive,0.3333333333333333,,
N006503,"IMP báo lãi sau thuế 6 tháng tăng 9%, dù kết quả quý 2 đi lùi",earnings,positive,0.6666666666666666,,
N021699,REE - Sẽ còn tăng giá trong tương lai,other,positive,0.3333333333333333,,
N007362,Lãi suất tiền gửi tiết kiệm tiếp tục tăng cao từ đầu tháng 8,earnings,positive,0.6666666666666666,,
N006921,"IDI báo lãi ròng quý 2 tăng khủng, gấp 9.4 lần cùng kỳ",earnings,positive,0.6666666666666666,,
N054259,Phân tích kỹ thuật phiên chiều 05/12: Tiếp tục tăng,other,positive,0.3333333333333333,,
N003813,FMC báo lãi ròng quý 1 tăng 37%,earnings,positive,0.6666666666666666,,
N009949,BAF: Thông báo ký hợp đồng kiểm toán BCTC năm 2022,project_contract,positive,0.3333333333333333,,
N040544,PV GAS lập kỷ lục doanh thu nhưng lợi nhuận đi lùi,earnings,positive,0.3333333333333333,,
N002608,SZC: Quyết định của HĐQT về việc ký hợp đồng dịch vụ thuê văn phòng với SZG để tổ chức ĐHĐCĐ thường niên năm 2022,leadership,positive,0.3333333333333333,,
N051580,"Lợi thế nào giúp Masan MEATLife tối ưu hiệu quả vận hành, củng cố đà tăng trưởng?",other,positive,0.6666666666666666,,
N022571,"SSI muốn phát hành hơn 453 triệu cp tăng vốn lên hơn 19,600 tỷ, tiếp tục dẫn đầu vốn điều lệ nhóm chứng khoán",capital_issuance,positive,0.3333333333333333,,
N014495,Công ty liên quan Chủ tịch lại muốn tăng thêm sở hữu tại HAH,ma_ownership,positive,0.3333333333333333,,
N050001,"Vi phạm nhiều quy định về công bố thông tin, LTG bị xử phạt",legal_regulatory,negative,-0.6666666666666666,,
N053293,"Tỷ lệ CASA tiếp tục giảm, d&#242;ng tiền c&#243; đang dịch chuyển?",other,negative,-0.3333333333333333,,
N050988,BSR: Thông báo nhận được Quyết định xử phạt vi phạm hành chính về thuế của Chi Cục thuế Doanh nghiệp lớn,legal_regulatory,negative,-0.6666666666666666,,
N038486,ORS: Thông báo nhận được Quyết định xử phạt vi phạm hành chính về thuế của Cục thuế TP.Hà Nội,legal_regulatory,negative,-0.6666666666666666,,
N043670,CRE: Quyết định về việc đưa cổ phiếu ra khỏi diện cảnh báo,legal_regulatory,negative,-0.3333333333333333,,
N003513,AST: Thông báo về việc chuyển cổ phiếu từ diện cảnh báo sang diện kiểm soát,legal_regulatory,negative,-0.6666666666666666,,
N037885,SCR: Báo cáo kết quả phát hành cổ phiếu để hoán đổi nợ,debt_bond,negative,-0.3333333333333333,,
N053060,Nợ xấu ng&#226;n h&#224;ng cuối năm c&#243; thể giảm về ngưỡng an to&#224;n?,debt_bond,negative,-0.6666666666666666,,
N036764,Đầu tư Sài Gòn VRG giảm sở hữu tại TRC xuống dưới 9%,ma_ownership,negative,-0.3333333333333333,,
N003301,MSN: Thông báo đơn xin từ nhiệm của Thành viên HĐQT,leadership,negative,-0.3333333333333333,,
N014463,PPC: Thông báo về việc xử lý vi phạm đối với cổ phiếu,legal_regulatory,negative,-0.3333333333333333,,
N016460,"IPA lỗ quý thứ 2 liên tiếp, khoản đầu tư vào CRE lỗ hơn 570 tỷ",earnings,negative,-0.3333333333333333,,
N001295,REE: Thông báo nhận được đơn từ nhiệm Thành viên HĐQT,leadership,negative,-0.3333333333333333,,
N051947,CTD: Nghị quyết HĐQT về việc bổ sung tài liệu ĐHĐCĐ thường niên năm 2025 và nhận đơn từ nhiệm của Thành viên BKS,leadership,negative,-0.3333333333333333,,
N003309,"Chuyên gia SSI: Dòng vốn vẫn đang vào thị trường trước tin đồn, chưa ghi nhận tâm lý bán tháo",other,negative,-0.3333333333333333,,
N021160,Hòa Phát: Sản lượng bán thép tháng 8/2023 giảm 11% so với cùng kỳ,other,negative,-0.3333333333333333,,
N004918,Ngân hàng ồ ạt rao bán tài sản thế chấp để thu hồi nợ,debt_bond,negative,-0.3333333333333333,,
N013754,Phân tích kỹ thuật phiên chiều 03/03: Đà giảm tiếp tục,other,negative,-0.3333333333333333,,
N029654,APH: CBTT nhận được Đơn xin từ nhiệm chức danh Thành viên HĐQT của Ông Nguyễn Lê Thăng Long và Ông Nirav Sudhir Patel,leadership,negative,-0.3333333333333333,,
N029426,IDI: Thông báo thay đổi nhân sự Hội đồng quản trị và Ban kiểm soát Công ty nhiệm kỳ 2024 - 2029,legal_regulatory,negative,-0.3333333333333333,,
