case_type,model,split,article_id,event_trading_date,ticker,category,sentiment_label,general_sentiment,y_true,y_pred,absolute_error,title
lowest_error,Linear Regression,test,N049441,2025-08-15,POW,other,neutral,0.0,-0.0693786963820457,-0.06689453,0.0024841663820457105,POW: Thông báo ngày ĐKCC tổ chức ĐHĐCĐ bất thường năm 2025
lowest_error,Linear Regression,test,N048939,2025-08-07,DBD,ma_ownership,neutral,0.0,-0.0844571515917778,-0.08178711,0.0026700415917778053,DBD: Thông báo giao dịch cổ phiếu của người nội bộ Bành Thị Ngọc Quỳnh
lowest_error,Linear Regression,test,N051422,2025-10-02,HHV,other,neutral,0.0,-0.3430704474449157,-0.34594727,0.0028768225550842574,HHV muốn huy động gần 500 tỷ trả tiền mua cổ phần cao tốc Cam Lâm - Vĩnh Hảo
lowest_error,Linear Regression,test,N050407,2025-09-04,CTD,other,neutral,0.0,0.1029381975531578,0.10620117,0.003262972446842191,CTD: Thông báo ngày ĐKCC tổ chức ĐHĐCĐ thường niên năm 2025
highest_error,Linear Regression,test,N049535,2025-08-18,VPB,debt_bond,neutral,0.3333333333333333,1.6563844680786133,-0.36010742,2.016491888078613,CBTT về việc đăng ký giao dịch trái phiếu VPB12510 của NH TMCP VIỆT NAM THỊNH VƯỢNG
highest_error,Linear Regression,test,N051781,2025-10-14,GEX,project_contract,neutral,0.0,1.580744981765747,-0.41186523,1.9926102117657472,EIB: Nghị quyết HĐQT về việc thông qua dự thảo hợp đồng thuê phần diện tích sàn XD giữa Eximbank với Gelex
highest_error,Linear Regression,test,N049574,2025-08-19,SSB,ma_ownership,neutral,0.0,1.4877698421478271,-0.44555664,1.933326482147827,SSB: Th&#244;ng b&#225;o giao dịch cổ phiếu của người c&#243; li&#234;n quan đến nội bộ L&#234; Tuấn Anh
highest_error,Linear Regression,test,N049564,2025-08-19,VPB,market_industry,neutral,0.5,1.5424178838729858,-0.3581543,1.9005721838729859,"Theo dấu dòng tiền cá mập 19/08: Tự doanh gom ròng VPB hơn 860 tỷ, khối ngoại bán MWG mạnh nhất"
highest_error,Linear Regression,test,N049554,2025-08-19,EIB,market_industry,neutral,0.0,1.281003475189209,-0.60913086,1.890134335189209,Eximbank tiếp tục được S&P Global Ratings xếp hạng B+ với triển vọng ổn định
highest_error,Linear Regression,test,N049561,2025-08-19,MSB,debt_bond,neutral,0.0,1.3725227117538452,-0.51538086,1.8879035717538453,Ngân hàng TMCP Hàng Hải Việt Nam Báo cáo tình hình thanh toán gốc lãi Bán niên (Kỳ báo cáo từ 01/01/2025 đến 30/06/2025) năm 2025
highest_error,Linear Regression,test,N054956,2025-12-22,VHM,debt_bond,neutral,0.0,1.5801894664764404,-0.28393555,1.8641250164764405,Công bố thông tin tình hình thanh toán gốc lãi TP đáo hạn VHMB2325005
highest_error,Linear Regression,test,N047987,2025-07-28,ABB,leadership,neutral,0.0,1.7388349771499634,-0.122802734,1.8616377111499633,ABB: Nghị quyết Hội đồng quản trị
highest_error,Linear Regression,test,N054420,2025-12-10,GEX,other,neutral,0.0,1.2876662015914917,-0.49926758,1.7869337815914916,GELEX được vinh danh Doanh nghiệp có chiến lược M&A tiêu biểu 2024-2025
highest_error,Linear Regression,test,N049472,2025-08-18,BSR,capital_issuance,neutral,0.0,1.6654430627822876,-0.10131836,1.7667614227822876,"BSR chuẩn bị chia cổ phiếu thưởng, tăng vốn điều lệ th&#234;m 50 ng&#224;n tỷ"
highest_error,Linear Regression,test,N051786,2025-10-14,HDB,other,neutral,0.0,1.3207886219024658,-0.44506836,1.7658569819024659,HDB: Báo cáo kết quả đợt phát hành cổ phiếu để chuyển đổi trái phiếu
highest_error,Linear Regression,test,N047954,2025-07-25,SHB,other,neutral,0.0,1.6161258220672607,-0.1472168,1.7633426220672608,Ngân hàng ứng dụng gamification: Từ công cụ tương tác đến chiến lược giữ chân khách hàng
highest_error,Linear Regression,test,N054875,2025-12-19,VIC,project_contract,neutral,0.0,1.2863974571228027,-0.46850586,1.7549033171228028,"Vingroup khởi động loạt dự án nhà máy thép VinMetal, điện gió và khu đô thị lớn tại Hà Tĩnh"
highest_error,Linear Regression,test,N053579,2025-11-21,VJC,ma_ownership,neutral,0.0,1.180877923965454,-0.5720215,1.752899423965454,VJC: Báo cáo kết quả giao dịch cổ phiếu của Người nội bộ Đinh Việt Phương
highest_error,Linear Regression,test,N047838,2025-07-24,SHB,project_contract,positive,0.75,1.6494674682617188,-0.10229492,1.7517623882617188,SHB hợp t&#225;c to&#224;n diện với CTCP Lọc h&#243;a dầu B&#236;nh Sơn
highest_realized_volatility,Linear Regression,test,N048610,2025-07-31,PGV,other,neutral,0.0,1.7664880752563477,0.22290039,1.5435876852563477,PGV: Báo cáo tình hình quản trị 6 tháng đầu năm 2025
highest_realized_volatility,Linear Regression,test,N048399,2025-07-30,PGV,earnings,neutral,0.0,1.7609068155288696,0.27807617,1.4828306455288696,PGV: BCTC Hợp nhất quý 2 năm 2025
highest_realized_volatility,Linear Regression,test,N048195,2025-07-29,PGV,other,neutral,0.0,1.7573336362838743,0.26586914,1.4914644962838743,PGV: Giấy chứng nhận đăng ký doanh nghiệp thay đổi lần thứ 10
highest_realized_volatility,Linear Regression,test,N047925,2025-07-25,GEX,earnings,positive,0.3333333333333333,1.7422000169754028,0.20825195,1.5339480669754029,GELEX lãi kỷ lục quý 2 nhờ tăng trưởng hoạt động kinh doanh lõi
highest_realized_volatility,Linear Regression,test,N047987,2025-07-28,ABB,leadership,neutral,0.0,1.7388349771499634,-0.122802734,1.8616377111499633,ABB: Nghị quyết Hội đồng quản trị
highest_realized_volatility,Linear Regression,test,N050841,2025-09-16,ACL,other,neutral,0.0,1.689957618713379,0.056152344,1.6338052747133789,ACL: Giấy chứng nhận đăng k&#253; doanh nghiệp thay đổi lần thứ 10
highest_realized_volatility,Linear Regression,test,N049472,2025-08-18,BSR,capital_issuance,neutral,0.0,1.6654430627822876,-0.10131836,1.7667614227822876,"BSR chuẩn bị chia cổ phiếu thưởng, tăng vốn điều lệ th&#234;m 50 ng&#224;n tỷ"
highest_realized_volatility,Linear Regression,test,N049535,2025-08-18,VPB,debt_bond,neutral,0.3333333333333333,1.6563844680786133,-0.36010742,2.016491888078613,CBTT về việc đăng ký giao dịch trái phiếu VPB12510 của NH TMCP VIỆT NAM THỊNH VƯỢNG
highest_realized_volatility,Linear Regression,test,N047838,2025-07-24,SHB,project_contract,positive,0.75,1.6494674682617188,-0.10229492,1.7517623882617188,SHB hợp t&#225;c to&#224;n diện với CTCP Lọc h&#243;a dầu B&#236;nh Sơn
highest_realized_volatility,Linear Regression,test,N047996,2025-07-28,AGG,earnings,neutral,0.0,1.646804690361023,0.23657227,1.410232420361023,AGG: BCTC Hợp nhất qu&#253; 2 năm 2025
highest_realized_volatility,Linear Regression,test,N051769,2025-10-13,PNJ,capital_issuance,neutral,0.0,1.6419605016708374,0.07788086,1.5640796416708374,PNJ: Nghị quyết HĐQT về việc tăng vốn điều lệ và sửa đổi điều lệ
highest_realized_volatility,Linear Regression,test,N048064,2025-07-28,SHB,other,neutral,0.0,1.6213680505752563,-0.10058594,1.7219539905752563,"SHB tiên phong hỗ trợ tài xế định danh tài khoản ETC, tuân thủ Nghị định 119"
highest_realized_volatility,Linear Regression,test,N047954,2025-07-25,SHB,other,neutral,0.0,1.6161258220672607,-0.1472168,1.7633426220672608,Ngân hàng ứng dụng gamification: Từ công cụ tương tác đến chiến lược giữ chân khách hàng
highest_realized_volatility,Linear Regression,test,N048088,2025-07-28,VIX,other,neutral,0.0,1.6160664558410645,1.1062012,0.5098652558410643,VIX: Báo cáo tình hình quản trị công ty 06 tháng đầu năm 2025
highest_realized_volatility,Linear Regression,test,N054447,2025-12-11,BSR,other,neutral,0.0,1.6050714254379272,0.09106445,1.5140069754379273,BSR: Quyết định về việc giao dịch với người c&#243; li&#234;n quan C&#244;ng ty Cổ phần Dịch vụ Dầu kh&#237; Quảng Ng&#227;i PTSC
